x, Lorentz(x)
1.760000, 0.089695
1.770000, 0.089251
1.780000, 0.088809
1.790000, 0.088369
1.800000, 0.087931
1.810000, 0.087495
1.820000, 0.087060
1.830000, 0.086628
1.840000, 0.086197
1.850000, 0.085769
1.860000, 0.085342
1.870000, 0.084918
1.880000, 0.084495
1.890000, 0.084074
1.900000, 0.083656
1.910000, 0.083239
1.920000, 0.082824
1.930000, 0.082411
1.940000, 0.082001
1.950000, 0.081592
1.960000, 0.081185
1.970000, 0.080780
1.980000, 0.080377
1.990000, 0.079976
2.000000, 0.079577
2.010000, 0.079181
2.020000, 0.078786
2.030000, 0.078393
2.040000, 0.078002
2.050000, 0.077613
2.060000, 0.077226
2.070000, 0.076841
2.080000, 0.076458
2.090000, 0.076077
2.100000, 0.075698
2.110000, 0.075321
2.120000, 0.074946
2.130000, 0.074573
2.140000, 0.074202
2.150000, 0.073832
2.160000, 0.073465
2.170000, 0.073100
2.180000, 0.072737
2.190000, 0.072375
2.200000, 0.072016
2.210000, 0.071658
2.220000, 0.071303
2.230000, 0.070949
2.240000, 0.070597
2.250000, 0.070248
2.260000, 0.069900
2.270000, 0.069554
2.280000, 0.069210
2.290000, 0.068868
2.300000, 0.068527
2.310000, 0.068189
2.320000, 0.067853
2.330000, 0.067518
2.340000, 0.067185
2.350000, 0.066854
2.360000, 0.066525
2.370000, 0.066198
2.380000, 0.065873
2.390000, 0.065549
2.400000, 0.065227
2.410000, 0.064908
2.420000, 0.064589
2.430000, 0.064273
2.440000, 0.063959
2.450000, 0.063646
2.460000, 0.063335
2.470000, 0.063026
2.480000, 0.062719
2.490000, 0.062413
2.500000, 0.062109
2.510000, 0.061807
2.520000, 0.061507
2.530000, 0.061208
2.540000, 0.060911
2.550000, 0.060616
2.560000, 0.060323
2.570000, 0.060031
2.580000, 0.059741
2.590000, 0.059452
2.600000, 0.059165
2.610000, 0.058880
2.620000, 0.058597
2.630000, 0.058315
2.640000, 0.058035
2.650000, 0.057756
2.660000, 0.057479
2.670000, 0.057204
2.680000, 0.056931
2.690000, 0.056658
2.700000, 0.056388
2.710000, 0.056119
2.720000, 0.055852
2.730000, 0.055586
2.740000, 0.055322
2.750000, 0.055059
2.760000, 0.054798
2.770000, 0.054538
2.780000, 0.054280
2.790000, 0.054024
2.800000, 0.053769
2.810000, 0.053515
2.820000, 0.053263
2.830000, 0.053012
2.840000, 0.052763
2.850000, 0.052516
2.860000, 0.052269
2.870000, 0.052025
2.880000, 0.051781
2.890000, 0.051539
2.900000, 0.051299
2.910000, 0.051060
2.920000, 0.050822
2.930000, 0.050586
2.940000, 0.050351
2.950000, 0.050118
2.960000, 0.049886
2.970000, 0.049655
2.980000, 0.049425
2.990000, 0.049197
3.000000, 0.048971
3.010000, 0.048745
3.020000, 0.048521
3.030000, 0.048299
3.040000, 0.048077
3.050000, 0.047857
3.060000, 0.047638
3.070000, 0.047421
3.080000, 0.047205
3.090000, 0.046990
3.100000, 0.046776
3.110000, 0.046563
3.120000, 0.046352
3.130000, 0.046142
3.140000, 0.045933
3.150000, 0.045726
3.160000, 0.045520
3.170000, 0.045315
3.180000, 0.045111
3.190000, 0.044908
3.200000, 0.044706
3.210000, 0.044506
3.220000, 0.044307
3.230000, 0.044109
3.240000, 0.043912
3.250000, 0.043716
3.260000, 0.043522
3.270000, 0.043328
3.280000, 0.043136
3.290000, 0.042945
3.300000, 0.042755
3.310000, 0.042566
3.320000, 0.042378
3.330000, 0.042191
3.340000, 0.042006
3.350000, 0.041821
3.360000, 0.041637
3.370000, 0.041455
3.380000, 0.041274
3.390000, 0.041093
3.400000, 0.040914
3.410000, 0.040736
3.420000, 0.040558
3.430000, 0.040382
3.440000, 0.040207
3.450000, 0.040033
3.460000, 0.039859
3.470000, 0.039687
3.480000, 0.039516
3.490000, 0.039346
3.500000, 0.039177
3.510000, 0.039008
3.520000, 0.038841
3.530000, 0.038675
3.540000, 0.038509
3.550000, 0.038345
3.560000, 0.038181
3.570000, 0.038019
3.580000, 0.037857
3.590000, 0.037696
3.600000, 0.037537
3.610000, 0.037378
3.620000, 0.037220
3.630000, 0.037063
3.640000, 0.036906
3.650000, 0.036751
3.660000, 0.036597
3.670000, 0.036443
3.680000, 0.036290
3.690000, 0.036139
3.700000, 0.035988
3.710000, 0.035837
3.720000, 0.035688
3.730000, 0.035540
3.740000, 0.035392
3.750000, 0.035245
3.760000, 0.035099
3.770000, 0.034954
3.780000, 0.034810
3.790000, 0.034667
3.800000, 0.034524
3.810000, 0.034382
3.820000, 0.034241
3.830000, 0.034101
3.840000, 0.033961
3.850000, 0.033822
3.860000, 0.033684
3.870000, 0.033547
3.880000, 0.033411
3.890000, 0.033275
3.900000, 0.033140
3.910000, 0.033006
3.920000, 0.032872
3.930000, 0.032740
3.940000, 0.032608
3.950000, 0.032476
3.960000, 0.032346
3.970000, 0.032216
3.980000, 0.032087
3.990000, 0.031959
4.000000, 0.031831
4.010000, 0.031704
4.020000, 0.031578
4.030000, 0.031452
4.040000, 0.031327
4.050000, 0.031203
4.060000, 0.031079
4.070000, 0.030957
4.080000, 0.030834
4.090000, 0.030713
4.100000, 0.030592
4.110000, 0.030472
4.120000, 0.030352
4.130000, 0.030233
4.140000, 0.030115
4.150000, 0.029997
4.160000, 0.029880
4.170000, 0.029764
4.180000, 0.029648
4.190000, 0.029533
4.200000, 0.029419
4.210000, 0.029305
4.220000, 0.029191
4.230000, 0.029079
4.240000, 0.028967
4.250000, 0.028855
4.260000, 0.028744
4.270000, 0.028634
4.280000, 0.028524
4.290000, 0.028415
4.300000, 0.028307
4.310000, 0.028199
4.320000, 0.028091
4.330000, 0.027985
4.340000, 0.027878
4.350000, 0.027773
4.360000, 0.027668
4.370000, 0.027563
4.380000, 0.027459
4.390000, 0.027355
4.400000, 0.027253
4.410000, 0.027150
4.420000, 0.027048
4.430000, 0.026947
4.440000, 0.026846
4.450000, 0.026746
4.460000, 0.026646
4.470000, 0.026547
4.480000, 0.026448
4.490000, 0.026350
4.500000, 0.026252
4.510000, 0.026155
4.520000, 0.026059
4.530000, 0.025962
4.540000, 0.025867
4.550000, 0.025771
4.560000, 0.025677
4.570000, 0.025583
4.580000, 0.025489
4.590000, 0.025396
4.600000, 0.025303
4.610000, 0.025211
4.620000, 0.025119
4.630000, 0.025027
4.640000, 0.024937
4.650000, 0.024846
4.660000, 0.024756
4.670000, 0.024667
4.680000, 0.024578
4.690000, 0.024489
4.700000, 0.024401
4.710000, 0.024313
4.720000, 0.024226
4.730000, 0.024139
4.740000, 0.024053
4.750000, 0.023967
4.760000, 0.023881
4.770000, 0.023796
4.780000, 0.023712
4.790000, 0.023627
4.800000, 0.023544
4.810000, 0.023460
4.820000, 0.023377
4.830000, 0.023295
4.840000, 0.023213
4.850000, 0.023131
4.860000, 0.023050
4.870000, 0.022969
4.880000, 0.022888
4.890000, 0.022808
4.900000, 0.022728
4.910000, 0.022649
4.920000, 0.022570
4.930000, 0.022492
4.940000, 0.022413
4.950000, 0.022336
4.960000, 0.022258
4.970000, 0.022181
4.980000, 0.022105
4.990000, 0.022028
5.000000, 0.021952
5.010000, 0.021877
5.020000, 0.021802
5.030000, 0.021727
5.040000, 0.021653
5.050000, 0.021579
5.060000, 0.021505
5.070000, 0.021431
5.080000, 0.021358
5.090000, 0.021286
5.100000, 0.021214
5.110000, 0.021142
5.120000, 0.021070
5.130000, 0.020999
5.140000, 0.020928
5.150000, 0.020857
5.160000, 0.020787
5.170000, 0.020717
5.180000, 0.020648
5.190000, 0.020579
5.200000, 0.020510
5.210000, 0.020441
5.220000, 0.020373
5.230000, 0.020305
5.240000, 0.020237
5.250000, 0.020170
5.260000, 0.020103
5.270000, 0.020037
5.280000, 0.019970
5.290000, 0.019904
5.300000, 0.019839
5.310000, 0.019773
5.320000, 0.019708
5.330000, 0.019643
5.340000, 0.019579
5.350000, 0.019515
5.360000, 0.019451
5.370000, 0.019387
5.380000, 0.019324
5.390000, 0.019261
5.400000, 0.019198
5.410000, 0.019136
5.420000, 0.019074
5.430000, 0.019012
5.440000, 0.018951
5.450000, 0.018889
5.460000, 0.018828
5.470000, 0.018768
5.480000, 0.018707
5.490000, 0.018647
5.500000, 0.018587
5.510000, 0.018528
5.520000, 0.018469
5.530000, 0.018410
5.540000, 0.018351
5.550000, 0.018292
5.560000, 0.018234
5.570000, 0.018176
5.580000, 0.018119
5.590000, 0.018061
5.600000, 0.018004
5.610000, 0.017947
5.620000, 0.017890
5.630000, 0.017834
5.640000, 0.017778
5.650000, 0.017722
5.660000, 0.017666
5.670000, 0.017611
5.680000, 0.017556
5.690000, 0.017501
5.700000, 0.017446
5.710000, 0.017392
5.720000, 0.017338
5.730000, 0.017284
5.740000, 0.017230
5.750000, 0.017177
5.760000, 0.017124
5.770000, 0.017071
5.780000, 0.017018
5.790000, 0.016966
5.800000, 0.016913
5.810000, 0.016861
5.820000, 0.016810
5.830000, 0.016758
5.840000, 0.016707
5.850000, 0.016656
5.860000, 0.016605
5.870000, 0.016554
5.880000, 0.016504
5.890000, 0.016453
5.900000, 0.016403
5.910000, 0.016354
5.920000, 0.016304
5.930000, 0.016255
5.940000, 0.016206
5.950000, 0.016157
5.960000, 0.016108
5.970000, 0.016060
5.980000, 0.016011
5.990000, 0.015963
6.000000, 0.015915
6.010000, 0.015868
6.020000, 0.015820
6.030000, 0.015773
6.040000, 0.015726
6.050000, 0.015679
6.060000, 0.015633
6.070000, 0.015586
6.080000, 0.015540
6.090000, 0.015494
6.100000, 0.015448
6.110000, 0.015403
6.120000, 0.015357
6.130000, 0.015312
6.140000, 0.015267
6.150000, 0.015222
6.160000, 0.015177
6.170000, 0.015133
6.180000, 0.015088
6.190000, 0.015044
6.200000, 0.015000
6.210000, 0.014957
6.220000, 0.014913
6.230000, 0.014870
6.240000, 0.014827
6.250000, 0.014784
6.260000, 0.014741
6.270000, 0.014698
6.280000, 0.014656
6.290000, 0.014613
6.300000, 0.014571
6.310000, 0.014529
6.320000, 0.014488
6.330000, 0.014446
6.340000, 0.014405
6.350000, 0.014363
6.360000, 0.014322
6.370000, 0.014281
6.380000, 0.014241
6.390000, 0.014200
6.400000, 0.014160
6.410000, 0.014119
6.420000, 0.014079
6.430000, 0.014040
6.440000, 0.014000
6.450000, 0.013960
6.460000, 0.013921
6.470000, 0.013882
6.480000, 0.013842
6.490000, 0.013804
6.500000, 0.013765
6.510000, 0.013726
6.520000, 0.013688
6.530000, 0.013649
6.540000, 0.013611
6.550000, 0.013573
6.560000, 0.013535
6.570000, 0.013498
6.580000, 0.013460
6.590000, 0.013423
6.600000, 0.013386
6.610000, 0.013349
6.620000, 0.013312
6.630000, 0.013275
6.640000, 0.013238
6.650000, 0.013202
6.660000, 0.013165
6.670000, 0.013129
6.680000, 0.013093
6.690000, 0.013057
6.700000, 0.013021
6.710000, 0.012986
6.720000, 0.012950
6.730000, 0.012915
6.740000, 0.012880
6.750000, 0.012845
6.760000, 0.012810
6.770000, 0.012775
6.780000, 0.012740
6.790000, 0.012706
6.800000, 0.012672
6.810000, 0.012637
6.820000, 0.012603
6.830000, 0.012569
6.840000, 0.012535
6.850000, 0.012502
6.860000, 0.012468
6.870000, 0.012435
6.880000, 0.012401
6.890000, 0.012368
6.900000, 0.012335
6.910000, 0.012302
6.920000, 0.012269
6.930000, 0.012237
6.940000, 0.012204
6.950000, 0.012172
6.960000, 0.012140
6.970000, 0.012107
6.980000, 0.012075
6.990000, 0.012043
7.000000, 0.012012
7.010000, 0.011980
7.020000, 0.011948
7.030000, 0.011917
7.040000, 0.011886
7.050000, 0.011855
7.060000, 0.011823
7.070000, 0.011793
7.080000, 0.011762
7.090000, 0.011731
7.100000, 0.011700
7.110000, 0.011670
7.120000, 0.011640
7.130000, 0.011609
7.140000, 0.011579
7.150000, 0.011549
7.160000, 0.011519
7.170000, 0.011489
7.180000, 0.011460
7.190000, 0.011430
7.200000, 0.011401
7.210000, 0.011371
7.220000, 0.011342
7.230000, 0.011313
7.240000, 0.011284
7.250000, 0.011255
7.260000, 0.011226
7.270000, 0.011198
7.280000, 0.011169
7.290000, 0.011141
7.300000, 0.011112
7.310000, 0.011084
7.320000, 0.011056
7.330000, 0.011028
7.340000, 0.011000
7.350000, 0.010972
7.360000, 0.010944
7.370000, 0.010917
7.380000, 0.010889
7.390000, 0.010862
7.400000, 0.010834
7.410000, 0.010807
7.420000, 0.010780
7.430000, 0.010753
7.440000, 0.010726
7.450000, 0.010699
7.460000, 0.010672
7.470000, 0.010646
7.480000, 0.010619
7.490000, 0.010593
7.500000, 0.010566
7.510000, 0.010540
7.520000, 0.010514
7.530000, 0.010488
7.540000, 0.010462
7.550000, 0.010436
7.560000, 0.010410
7.570000, 0.010384
7.580000, 0.010359
7.590000, 0.010333
7.600000, 0.010308
7.610000, 0.010283
7.620000, 0.010257
7.630000, 0.010232
7.640000, 0.010207
7.650000, 0.010182
7.660000, 0.010157
7.670000, 0.010133
7.680000, 0.010108
7.690000, 0.010083
7.700000, 0.010059
7.710000, 0.010034
7.720000, 0.010010
7.730000, 0.009986
7.740000, 0.009962
7.750000, 0.009937
7.760000, 0.009913
7.770000, 0.009890
7.780000, 0.009866
7.790000, 0.009842
7.800000, 0.009818
7.810000, 0.009795
7.820000, 0.009771
7.830000, 0.009748
7.840000, 0.009724
7.850000, 0.009701
7.860000, 0.009678
7.870000, 0.009655
7.880000, 0.009632
7.890000, 0.009609
7.900000, 0.009586
7.910000, 0.009563
7.920000, 0.009541
7.930000, 0.009518
7.940000, 0.009496
7.950000, 0.009473
7.960000, 0.009451
7.970000, 0.009428
7.980000, 0.009406
7.990000, 0.009384
8.000000, 0.009362
8.010000, 0.009340
8.020000, 0.009318
8.030000, 0.009296
8.040000, 0.009275
8.050000, 0.009253
8.060000, 0.009231
8.070000, 0.009210
8.080000, 0.009188
8.090000, 0.009167
8.100000, 0.009146
8.110000, 0.009124
8.120000, 0.009103
8.130000, 0.009082
8.140000, 0.009061
8.150000, 0.009040
8.160000, 0.009019
8.170000, 0.008998
8.180000, 0.008978
8.190000, 0.008957
8.200000, 0.008936
8.210000, 0.008916
8.220000, 0.008895
8.230000, 0.008875
8.240000, 0.008855
8.250000, 0.008834
8.260000, 0.008814
8.270000, 0.008794
8.280000, 0.008774
8.290000, 0.008754
8.300000, 0.008734
8.310000, 0.008714
8.320000, 0.008694
8.330000, 0.008675
8.340000, 0.008655
8.350000, 0.008635
8.360000, 0.008616
8.370000, 0.008596
8.380000, 0.008577
8.390000, 0.008558
8.400000, 0.008538
8.410000, 0.008519
8.420000, 0.008500
8.430000, 0.008481
8.440000, 0.008462
8.450000, 0.008443
8.460000, 0.008424
8.470000, 0.008405
8.480000, 0.008386
8.490000, 0.008368
8.500000, 0.008349
8.510000, 0.008331
8.520000, 0.008312
8.530000, 0.008294
8.540000, 0.008275
8.550000, 0.008257
8.560000, 0.008239
8.570000, 0.008220
8.580000, 0.008202
8.590000, 0.008184
8.600000, 0.008166
8.610000, 0.008148
8.620000, 0.008130
8.630000, 0.008112
8.640000, 0.008094
8.650000, 0.008077
8.660000, 0.008059
8.670000, 0.008041
8.680000, 0.008024
8.690000, 0.008006
8.700000, 0.007989
8.710000, 0.007971
8.720000, 0.007954
8.730000, 0.007937
8.740000, 0.007919
8.750000, 0.007902
8.760000, 0.007885
8.770000, 0.007868
8.780000, 0.007851
8.790000, 0.007834
8.800000, 0.007817
8.810000, 0.007800
8.820000, 0.007783
8.830000, 0.007767
8.840000, 0.007750
8.850000, 0.007733
8.860000, 0.007717
8.870000, 0.007700
8.880000, 0.007684
8.890000, 0.007667
8.900000, 0.007651
8.910000, 0.007634
8.920000, 0.007618
8.930000, 0.007602
8.940000, 0.007586
8.950000, 0.007570
8.960000, 0.007553
8.970000, 0.007537
8.980000, 0.007521
8.990000, 0.007506
9.000000, 0.007490
9.010000, 0.007474
9.020000, 0.007458
9.030000, 0.007442
9.040000, 0.007427
9.050000, 0.007411
9.060000, 0.007395
9.070000, 0.007380
9.080000, 0.007364
9.090000, 0.007349
9.100000, 0.007333
9.110000, 0.007318
9.120000, 0.007303
9.130000, 0.007288
9.140000, 0.007272
9.150000, 0.007257
9.160000, 0.007242
9.170000, 0.007227
9.180000, 0.007212
9.190000, 0.007197
9.200000, 0.007182
9.210000, 0.007167
9.220000, 0.007152
9.230000, 0.007138
9.240000, 0.007123
9.250000, 0.007108
9.260000, 0.007093
9.270000, 0.007079
9.280000, 0.007064
9.290000, 0.007050
9.300000, 0.007035
9.310000, 0.007021
9.320000, 0.007006
9.330000, 0.006992
9.340000, 0.006978
9.350000, 0.006963
9.360000, 0.006949
9.370000, 0.006935
9.380000, 0.006921
9.390000, 0.006907
9.400000, 0.006893
9.410000, 0.006879
9.420000, 0.006865
9.430000, 0.006851
9.440000, 0.006837
9.450000, 0.006823
9.460000, 0.006809
9.470000, 0.006796
9.480000, 0.006782
9.490000, 0.006768
9.500000, 0.006755
9.510000, 0.006741
9.520000, 0.006727
9.530000, 0.006714
9.540000, 0.006700
9.550000, 0.006687
9.560000, 0.006674
9.570000, 0.006660
9.580000, 0.006647
9.590000, 0.006634
9.600000, 0.006620
9.610000, 0.006607
9.620000, 0.006594
9.630000, 0.006581
9.640000, 0.006568
9.650000, 0.006555
9.660000, 0.006542
9.670000, 0.006529
9.680000, 0.006516
9.690000, 0.006503
9.700000, 0.006490
9.710000, 0.006477
9.720000, 0.006465
9.730000, 0.006452
9.740000, 0.006439
9.750000, 0.006426
9.760000, 0.006414
9.770000, 0.006401
9.780000, 0.006389
9.790000, 0.006376
9.800000, 0.006364
9.810000, 0.006351
9.820000, 0.006339
9.830000, 0.006326
9.840000, 0.006314
9.850000, 0.006302
9.860000, 0.006289
9.870000, 0.006277
9.880000, 0.006265
9.890000, 0.006253
9.900000, 0.006241
9.910000, 0.006229
9.920000, 0.006217
9.930000, 0.006205
9.940000, 0.006193
9.950000, 0.006181
9.960000, 0.006169
9.970000, 0.006157
9.980000, 0.006145
9.990000, 0.006133
10.000000, 0.006121
